,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Concepte,Rang_soroll,Valor,Lloguer_mitja_mensual,Lloguer_mitja_m2
4412,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TRANSIT_N,45-50 dB,10.75,916.84,15.7
4413,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TRANSIT_N,50-55 dB,17.79,916.84,15.7
4414,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TRANSIT_N,55-60 dB,7.65,916.84,15.7
4415,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TRANSIT_N,60-65 dB,4.64,916.84,15.7
4416,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TRANSIT_N,65-70 dB,1.5,916.84,15.7
4417,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TRANSIT_N,70-75 dB,0.0,916.84,15.7
4418,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TRANSIT_N,75-80 dB,0.0,916.84,15.7
4419,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TRANSIT_N,>=80 dB,0.0,916.84,15.7
4420,2,Eixample,5,el Fort Pienc,TRANSIT_N,<40 dB,24.18,900.1,13.08
4421,2,Eixample,5,el Fort Pienc,TRANSIT_N,40-45 dB,18.0,900.1,13.08
4422,2,Eixample,5,el Fort Pienc,TRANSIT_N,45-50 dB,1.92,900.1,13.08
4423,2,Eixample,5,el Fort Pienc,TRANSIT_N,50-55 dB,4.78,900.1,13.08
4424,2,Eixample,5,el Fort Pienc,TRANSIT_N,55-60 dB,15.67,900.1,13.08
4425,2,Eixample,5,el Fort Pienc,TRANSIT_N,60-65 dB,30.32,900.1,13.08
4426,2,Eixample,5,el Fort Pienc,TRANSIT_N,65-70 dB,5.13,900.1,13.08
4427,2,Eixample,5,el Fort Pienc,TRANSIT_N,70-75 dB,0.0,900.1,13.08
4428,2,Eixample,5,el Fort Pienc,TRANSIT_N,75-80 dB,0.0,900.1,13.08
4429,2,Eixample,5,el Fort Pienc,TRANSIT_N,>=80 dB,0.0,900.1,13.08
4430,2,Eixample,6,la Sagrada Família,TRANSIT_N,<40 dB,23.74,874.7,13.33
4431,2,Eixample,6,la Sagrada Família,TRANSIT_N,40-45 dB,21.2,874.7,13.33
4432,2,Eixample,6,la Sagrada Família,TRANSIT_N,45-50 dB,0.9,874.7,13.33
4433,2,Eixample,6,la Sagrada Família,TRANSIT_N,50-55 dB,4.82,874.7,13.33
4434,2,Eixample,6,la Sagrada Família,TRANSIT_N,55-60 dB,7.44,874.7,13.33
4435,2,Eixample,6,la Sagrada Família,TRANSIT_N,60-65 dB,32.88,874.7,13.33
4436,2,Eixample,6,la Sagrada Família,TRANSIT_N,65-70 dB,9.02,874.7,13.33
4437,2,Eixample,6,la Sagrada Família,TRANSIT_N,70-75 dB,0.0,874.7,13.33
4438,2,Eixample,6,la Sagrada Família,TRANSIT_N,75-80 dB,0.0,874.7,13.33
4439,2,Eixample,6,la Sagrada Família,TRANSIT_N,>=80 dB,0.0,874.7,13.33
4440,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,<40 dB,12.84,1193.36,13.5
4441,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,40-45 dB,31.61,1193.36,13.5
4442,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,45-50 dB,2.15,1193.36,13.5
4443,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,50-55 dB,2.2,1193.36,13.5
4444,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,55-60 dB,8.92,1193.36,13.5
4445,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,60-65 dB,27.1,1193.36,13.5
4446,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,65-70 dB,15.18,1193.36,13.5
4447,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,70-75 dB,0.0,1193.36,13.5
4448,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,75-80 dB,0.0,1193.36,13.5
4449,2,Eixample,7,la Dreta de l'Eixample,TRANSIT_N,>=80 dB,0.0,1193.36,13.5
4450,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,<40 dB,12.37,1056.32,13.68
4451,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,40-45 dB,33.23,1056.32,13.68
4452,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,45-50 dB,1.31,1056.32,13.68
4453,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,50-55 dB,1.95,1056.32,13.68
4454,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,55-60 dB,5.95,1056.32,13.68
4455,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,60-65 dB,33.59,1056.32,13.68
4456,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,65-70 dB,11.58,1056.32,13.68
4457,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,70-75 dB,0.02,1056.32,13.68
4458,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,75-80 dB,0.0,1056.32,13.68
4459,2,Eixample,8,l'Antiga Esquerra de l'Eixample,TRANSIT_N,>=80 dB,0.0,1056.32,13.68
4460,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,<40 dB,28.92,941.55,13.5
4461,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,40-45 dB,15.08,941.55,13.5
4462,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,45-50 dB,1.54,941.55,13.5
4463,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,50-55 dB,4.11,941.55,13.5
4464,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,55-60 dB,15.43,941.55,13.5
4465,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,60-65 dB,29.14,941.55,13.5
4466,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,65-70 dB,5.78,941.55,13.5
4467,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,70-75 dB,0.0,941.55,13.5
4468,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,75-80 dB,0.0,941.55,13.5
4469,2,Eixample,9,la Nova Esquerra de l'Eixample,TRANSIT_N,>=80 dB,0.0,941.55,13.5
4470,2,Eixample,10,Sant Antoni,TRANSIT_N,<40 dB,34.7,898.26,12.95
4471,2,Eixample,10,Sant Antoni,TRANSIT_N,40-45 dB,11.05,898.26,12.95
4472,2,Eixample,10,Sant Antoni,TRANSIT_N,45-50 dB,0.49,898.26,12.95
4473,2,Eixample,10,Sant Antoni,TRANSIT_N,50-55 dB,2.96,898.26,12.95
4474,2,Eixample,10,Sant Antoni,TRANSIT_N,55-60 dB,16.23,898.26,12.95
4475,2,Eixample,10,Sant Antoni,TRANSIT_N,60-65 dB,31.47,898.26,12.95
4476,2,Eixample,10,Sant Antoni,TRANSIT_N,65-70 dB,3.1,898.26,12.95
4477,2,Eixample,10,Sant Antoni,TRANSIT_N,70-75 dB,0.0,898.26,12.95
4478,2,Eixample,10,Sant Antoni,TRANSIT_N,75-80 dB,0.0,898.26,12.95
4479,2,Eixample,10,Sant Antoni,TRANSIT_N,>=80 dB,0.0,898.26,12.95
4480,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,<40 dB,42.3,748.15,13.65
4481,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,40-45 dB,5.67,748.15,13.65
4482,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,45-50 dB,8.58,748.15,13.65
4483,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,50-55 dB,25.62,748.15,13.65
4484,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,55-60 dB,12.22,748.15,13.65
4485,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,60-65 dB,5.5,748.15,13.65
4486,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,65-70 dB,0.11,748.15,13.65
4487,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,70-75 dB,0.0,748.15,13.65
4488,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,75-80 dB,0.0,748.15,13.65
4489,3,Sants-Montjuïc,11,el Poble Sec,TRANSIT_N,>=80 dB,0.0,748.15,13.65
4490,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,<40 dB,20.16,760.35,12.57
4491,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,40-45 dB,27.45,760.35,12.57
4492,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,45-50 dB,27.11,760.35,12.57
4493,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,50-55 dB,17.98,760.35,12.57
4494,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,55-60 dB,6.95,760.35,12.57
4495,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,60-65 dB,0.35,760.35,12.57
4496,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,65-70 dB,0.0,760.35,12.57
4497,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,70-75 dB,0.0,760.35,12.57
4498,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,75-80 dB,0.0,760.35,12.57
4499,3,Sants-Montjuïc,12,la Marina del Prat Vermell,TRANSIT_N,>=80 dB,0.0,760.35,12.57
4500,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,<40 dB,31.84,690.86,10.34
4501,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,40-45 dB,12.89,690.86,10.34
4502,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,45-50 dB,10.76,690.86,10.34
4503,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,50-55 dB,16.02,690.86,10.34
4504,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,55-60 dB,17.77,690.86,10.34
4505,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,60-65 dB,9.81,690.86,10.34
4506,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,65-70 dB,0.91,690.86,10.34
4507,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,70-75 dB,0.0,690.86,10.34
4508,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,75-80 dB,0.0,690.86,10.34
4509,3,Sants-Montjuïc,13,la Marina de Port,TRANSIT_N,>=80 dB,0.0,690.86,10.34
4510,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,<40 dB,19.85,809.09,12.95
4511,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,40-45 dB,25.34,809.09,12.95
4512,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,45-50 dB,4.86,809.09,12.95
4513,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,50-55 dB,9.09,809.09,12.95
4514,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,55-60 dB,19.33,809.09,12.95
4515,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,60-65 dB,9.16,809.09,12.95
4516,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,65-70 dB,12.37,809.09,12.95
4517,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,70-75 dB,0.0,809.09,12.95
4518,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,75-80 dB,0.0,809.09,12.95
4519,3,Sants-Montjuïc,14,la Font de la Guatlla,TRANSIT_N,>=80 dB,0.0,809.09,12.95
4520,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,<40 dB,31.07,744.8,12.86
4521,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,40-45 dB,14.24,744.8,12.86
4522,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,45-50 dB,9.35,744.8,12.86
4523,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,50-55 dB,14.16,744.8,12.86
4524,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,55-60 dB,13.38,744.8,12.86
4525,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,60-65 dB,11.0,744.8,12.86
4526,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,65-70 dB,6.8,744.8,12.86
4527,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,70-75 dB,0.0,744.8,12.86
4528,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,75-80 dB,0.0,744.8,12.86
4529,3,Sants-Montjuïc,15,Hostafrancs,TRANSIT_N,>=80 dB,0.0,744.8,12.86
4530,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,<40 dB,30.48,787.14,11.9
4531,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,40-45 dB,8.8,787.14,11.9
4532,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,45-50 dB,9.2,787.14,11.9
4533,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,50-55 dB,13.56,787.14,11.9
4534,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,55-60 dB,13.84,787.14,11.9
4535,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,60-65 dB,24.09,787.14,11.9
4536,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,65-70 dB,0.03,787.14,11.9
4537,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,70-75 dB,0.0,787.14,11.9
4538,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,75-80 dB,0.0,787.14,11.9
4539,3,Sants-Montjuïc,16,la Bordeta,TRANSIT_N,>=80 dB,0.0,787.14,11.9
4540,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,<40 dB,41.62,758.25,13.14
4541,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,40-45 dB,3.47,758.25,13.14
4542,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,45-50 dB,8.63,758.25,13.14
4543,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,50-55 dB,17.05,758.25,13.14
4544,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,55-60 dB,13.54,758.25,13.14
4545,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,60-65 dB,14.09,758.25,13.14
4546,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,65-70 dB,1.6,758.25,13.14
4547,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,70-75 dB,0.0,758.25,13.14
4548,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,75-80 dB,0.0,758.25,13.14
4549,3,Sants-Montjuïc,17,Sants - Badal,TRANSIT_N,>=80 dB,0.0,758.25,13.14
4550,3,Sants-Montjuïc,18,Sants,TRANSIT_N,<40 dB,43.06,784.14,13.15
4551,3,Sants-Montjuïc,18,Sants,TRANSIT_N,40-45 dB,6.33,784.14,13.15
4552,3,Sants-Montjuïc,18,Sants,TRANSIT_N,45-50 dB,11.04,784.14,13.15
4553,3,Sants-Montjuïc,18,Sants,TRANSIT_N,50-55 dB,15.79,784.14,13.15
4554,3,Sants-Montjuïc,18,Sants,TRANSIT_N,55-60 dB,11.87,784.14,13.15
4555,3,Sants-Montjuïc,18,Sants,TRANSIT_N,60-65 dB,9.37,784.14,13.15
4556,3,Sants-Montjuïc,18,Sants,TRANSIT_N,65-70 dB,2.54,784.14,13.15
4557,3,Sants-Montjuïc,18,Sants,TRANSIT_N,70-75 dB,0.0,784.14,13.15
4558,3,Sants-Montjuïc,18,Sants,TRANSIT_N,75-80 dB,0.0,784.14,13.15
4559,3,Sants-Montjuïc,18,Sants,TRANSIT_N,>=80 dB,0.0,784.14,13.15
4560,4,Les Corts,19,les Corts,TRANSIT_N,<40 dB,26.4,1000.12,14.29
4561,4,Les Corts,19,les Corts,TRANSIT_N,40-45 dB,7.68,1000.12,14.29
4562,4,Les Corts,19,les Corts,TRANSIT_N,45-50 dB,9.12,1000.12,14.29
4563,4,Les Corts,19,les Corts,TRANSIT_N,50-55 dB,19.52,1000.12,14.29
4564,4,Les Corts,19,les Corts,TRANSIT_N,55-60 dB,17.9,1000.12,14.29
4565,4,Les Corts,19,les Corts,TRANSIT_N,60-65 dB,17.3,1000.12,14.29
4566,4,Les Corts,19,les Corts,TRANSIT_N,65-70 dB,2.08,1000.12,14.29
4567,4,Les Corts,19,les Corts,TRANSIT_N,70-75 dB,0.0,1000.12,14.29
4568,4,Les Corts,19,les Corts,TRANSIT_N,75-80 dB,0.0,1000.12,14.29
4569,4,Les Corts,19,les Corts,TRANSIT_N,>=80 dB,0.0,1000.12,14.29
4570,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,<40 dB,30.44,921.15,13.34
4571,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,40-45 dB,7.04,921.15,13.34
4572,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,45-50 dB,9.76,921.15,13.34
4573,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,50-55 dB,18.1,921.15,13.34
4574,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,55-60 dB,18.09,921.15,13.34
4575,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,60-65 dB,14.73,921.15,13.34
4576,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,65-70 dB,1.84,921.15,13.34
4577,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,70-75 dB,0.0,921.15,13.34
4578,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,75-80 dB,0.0,921.15,13.34
4579,4,Les Corts,20,la Maternitat i Sant Ramon,TRANSIT_N,>=80 dB,0.0,921.15,13.34
4580,4,Les Corts,21,Pedralbes,TRANSIT_N,<40 dB,11.43,1785.88,16.14
4581,4,Les Corts,21,Pedralbes,TRANSIT_N,40-45 dB,13.06,1785.88,16.14
4582,4,Les Corts,21,Pedralbes,TRANSIT_N,45-50 dB,18.82,1785.88,16.14
4583,4,Les Corts,21,Pedralbes,TRANSIT_N,50-55 dB,23.51,1785.88,16.14
4584,4,Les Corts,21,Pedralbes,TRANSIT_N,55-60 dB,21.56,1785.88,16.14
4585,4,Les Corts,21,Pedralbes,TRANSIT_N,60-65 dB,9.61,1785.88,16.14
4586,4,Les Corts,21,Pedralbes,TRANSIT_N,65-70 dB,2.01,1785.88,16.14
4587,4,Les Corts,21,Pedralbes,TRANSIT_N,70-75 dB,0.0,1785.88,16.14
4588,4,Les Corts,21,Pedralbes,TRANSIT_N,75-80 dB,0.0,1785.88,16.14
4589,4,Les Corts,21,Pedralbes,TRANSIT_N,>=80 dB,0.0,1785.88,16.14
4590,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,<40 dB,55.0,1231.01,16.66
4591,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,40-45 dB,15.23,1231.01,16.66
4592,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,45-50 dB,12.22,1231.01,16.66
4593,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,50-55 dB,7.76,1231.01,16.66
4594,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,55-60 dB,6.55,1231.01,16.66
4595,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,60-65 dB,3.24,1231.01,16.66
4596,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,65-70 dB,0.0,1231.01,16.66
4597,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,70-75 dB,0.0,1231.01,16.66
4598,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,75-80 dB,0.0,1231.01,16.66
4599,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TRANSIT_N,>=80 dB,0.0,1231.01,16.66
4600,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,<40 dB,30.4,1353.54,17.45
4601,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,40-45 dB,13.03,1353.54,17.45
4602,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,45-50 dB,18.77,1353.54,17.45
4603,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,50-55 dB,18.95,1353.54,17.45
4604,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,55-60 dB,11.61,1353.54,17.45
4605,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,60-65 dB,6.06,1353.54,17.45
4606,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,65-70 dB,1.18,1353.54,17.45
4607,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,70-75 dB,0.0,1353.54,17.45
4608,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,75-80 dB,0.0,1353.54,17.45
4609,5,Sarrià-Sant Gervasi,23,Sarrià,TRANSIT_N,>=80 dB,0.0,1353.54,17.45
4610,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,<40 dB,25.77,1627.2,16.83
4611,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,40-45 dB,17.15,1627.2,16.83
4612,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,45-50 dB,16.99,1627.2,16.83
4613,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,50-55 dB,17.67,1627.2,16.83
4614,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,55-60 dB,10.78,1627.2,16.83
4615,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,60-65 dB,10.0,1627.2,16.83
4616,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,65-70 dB,1.64,1627.2,16.83
4617,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,70-75 dB,0.0,1627.2,16.83
4618,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,75-80 dB,0.0,1627.2,16.83
4619,5,Sarrià-Sant Gervasi,24,les Tres Torres,TRANSIT_N,>=80 dB,0.0,1627.2,16.83
4620,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,<40 dB,28.65,1235.24,15.32
4621,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,40-45 dB,13.39,1235.24,15.32
4622,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,45-50 dB,13.21,1235.24,15.32
4623,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,50-55 dB,14.25,1235.24,15.32
4624,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,55-60 dB,14.36,1235.24,15.32
4625,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,60-65 dB,7.0,1235.24,15.32
4626,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,65-70 dB,9.14,1235.24,15.32
4627,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,70-75 dB,0.0,1235.24,15.32
4628,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,75-80 dB,0.0,1235.24,15.32
4629,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TRANSIT_N,>=80 dB,0.0,1235.24,15.32
4630,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,<40 dB,26.09,1312.36,14.6
4631,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,40-45 dB,13.26,1312.36,14.6
4632,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,45-50 dB,9.51,1312.36,14.6
4633,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,50-55 dB,13.07,1312.36,14.6
4634,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,55-60 dB,14.81,1312.36,14.6
4635,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,60-65 dB,16.89,1312.36,14.6
4636,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,65-70 dB,6.37,1312.36,14.6
4637,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,70-75 dB,0.0,1312.36,14.6
4638,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,75-80 dB,0.0,1312.36,14.6
4639,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TRANSIT_N,>=80 dB,0.0,1312.36,14.6
4640,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,<40 dB,33.8,929.12,14.82
4641,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,40-45 dB,9.99,929.12,14.82
4642,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,45-50 dB,6.86,929.12,14.82
4643,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,50-55 dB,13.82,929.12,14.82
4644,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,55-60 dB,14.77,929.12,14.82
4645,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,60-65 dB,11.3,929.12,14.82
4646,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,65-70 dB,9.46,929.12,14.82
4647,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,70-75 dB,0.0,929.12,14.82
4648,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,75-80 dB,0.0,929.12,14.82
4649,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TRANSIT_N,>=80 dB,0.0,929.12,14.82
4650,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,<40 dB,25.18,913.12,14.13
4651,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,40-45 dB,17.37,913.12,14.13
4652,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,45-50 dB,12.54,913.12,14.13
4653,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,50-55 dB,11.94,913.12,14.13
4654,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,55-60 dB,13.79,913.12,14.13
4655,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,60-65 dB,14.27,913.12,14.13
4656,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,65-70 dB,4.91,913.12,14.13
4657,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,70-75 dB,0.0,913.12,14.13
4658,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,75-80 dB,0.0,913.12,14.13
4659,6,Gràcia,28,Vallcarca i els Penitents,TRANSIT_N,>=80 dB,0.0,913.12,14.13
